-183.759, 77.929, 1.730,  1.765
-183.761, 77.871, 1.734,  1.798
-183.761, 77.813, 1.745,  1.831
-183.758, 77.755, 1.748,  1.864
-183.755, 77.696, 1.754,  1.897
-183.755, 77.638, 1.760,  1.930
-183.757, 77.579, 1.763,  1.963
-183.756, 77.520, 1.772,  1.996
-183.753, 77.461, 1.773,  2.029
-183.750, 77.402, 1.784,  2.062
-183.752, 77.342, 1.787,  2.095
-183.751, 77.282, 1.795,  2.128
-183.748, 77.222, 1.796,  2.161
-183.745, 77.162, 1.803,  2.194
-183.744, 77.102, 1.812,  2.227
-183.745, 77.042, 1.817,  2.260
-183.744, 76.981, 1.824,  2.293
-183.740, 76.920, 1.825,  2.326
-183.738, 76.859, 1.836,  2.359
-183.738, 76.798, 1.842,  2.392
-183.737, 76.736, 1.851,  2.425
-183.734, 76.674, 1.854,  2.458
-183.732, 76.612, 1.861,  2.491
-183.733, 76.550, 1.865,  2.524
-183.732, 76.488, 1.873,  2.557
-183.729, 76.425, 1.875,  2.590
-183.725, 76.363, 1.881,  2.623
-183.724, 76.300, 1.888,  2.656
-183.726, 76.237, 1.891,  2.689
-183.725, 76.173, 1.901,  2.722
-183.721, 76.110, 1.903,  2.755
-183.719, 76.046, 1.914,  2.788
-183.719, 75.982, 1.918,  2.821
-183.719, 75.918, 1.928,  2.854
-183.716, 75.854, 1.932,  2.887
-183.712, 75.789, 1.939,  2.920
-183.711, 75.725, 1.947,  2.953
-183.713, 75.660, 1.950,  2.986
-183.712, 75.594, 1.960,  3.019
-183.708, 75.529, 1.962,  3.052
-183.705, 75.463, 1.973,  3.085
-183.706, 75.397, 1.975,  3.118
-183.706, 75.331, 1.985,  3.151
-183.702, 75.265, 1.987,  3.184
-183.698, 75.199, 1.994,  3.217
-183.697, 75.132, 2.003,  3.250
-183.698, 75.065, 2.008,  3.283
-183.696, 74.998, 2.013,  3.316
-183.690, 74.931, 2.013,  3.349
-183.687, 74.864, 2.030,  3.382
-183.687, 74.796, 2.039,  3.415
-183.685, 74.727, 2.048,  3.448
-183.680, 74.659, 2.047,  3.481
-183.676, 74.591, 2.056,  3.514
-183.675, 74.522, 2.063,  3.547
-183.675, 74.453, 2.071,  3.580
-183.672, 74.384, 2.076,  3.613
-183.666, 74.315, 2.076,  3.646
-183.663, 74.246, 2.089,  3.679
-183.663, 74.176, 2.095,  3.712
-183.661, 74.106, 2.105,  3.745
-183.656, 74.035, 2.108,  3.778
-183.653, 73.965, 2.116,  3.811
-183.653, 73.894, 2.120,  3.844
-183.652, 73.823, 2.130,  3.877
-183.649, 73.752, 2.137,  3.910
-183.643, 73.681, 2.141,  3.943
-183.640, 73.610, 2.152,  3.976
-183.641, 73.538, 2.155,  4.009
-183.639, 73.466, 2.166,  4.042
-183.634, 73.393, 2.170,  4.075
-183.630, 73.321, 2.181,  4.108
-183.629, 73.248, 2.184,  4.141
-183.628, 73.175, 2.194,  4.174
-183.624, 73.102, 2.197,  4.207
-183.618, 73.029, 2.203,  4.240
-183.615, 72.955, 2.211,  4.273
-183.617, 72.881, 2.214,  4.306
-183.616, 72.807, 2.229,  4.339
-183.611, 72.733, 2.237,  4.372
-183.607, 72.658, 2.248,  4.405
-183.606, 72.583, 2.251,  4.438
-183.605, 72.507, 2.259,  4.471
-183.602, 72.432, 2.264,  4.504
-183.595, 72.357, 2.266,  4.537
-183.591, 72.281, 2.279,  4.570
-183.592, 72.205, 2.284,  4.603
-183.589, 72.128, 2.295,  4.636
-183.584, 72.052, 2.299,  4.669
-183.579, 71.975, 2.310,  4.702
-183.578, 71.898, 2.313,  4.735
-183.578, 71.821, 2.324,  4.768
-183.573, 71.743, 2.330,  4.801
-183.567, 71.666, 2.336,  4.834
-183.563, 71.587, 2.347,  4.867
-183.564, 71.509, 2.349,  4.900
-183.562, 71.430, 2.363,  4.933
-183.556, 71.352, 2.368,  4.966
-183.552, 71.273, 2.380,  4.999
-183.551, 71.193, 2.383,  5.032
-183.549, 71.113, 2.393,  5.065
-183.545, 71.034, 2.397,  5.098
-183.537, 70.954, 2.402,  5.131
-183.534, 70.874, 2.413,  5.164
-183.534, 70.793, 2.416,  5.197
-183.532, 70.712, 2.431,  5.230
-183.526, 70.631, 2.438,  5.263
-183.521, 70.549, 2.451,  5.296
-183.520, 70.468, 2.454,  5.329
-183.519, 70.385, 2.465,  5.362
-183.514, 70.303, 2.470,  5.395
-183.507, 70.221, 2.474,  5.428
-183.503, 70.139, 2.485,  5.461
-183.503, 70.056, 2.487,  5.494
-183.501, 69.972, 2.501,  5.527
-183.495, 69.889, 2.507,  5.560
-183.490, 69.805, 2.521,  5.593
-183.489, 69.721, 2.526,  5.626
-183.488, 69.636, 2.539,  5.659
-183.482, 69.552, 2.544,  5.692
-183.475, 69.467, 2.551,  5.725
-183.472, 69.382, 2.560,  5.758
-183.473, 69.296, 2.560,  5.791
-183.471, 69.211, 2.575,  5.824
-183.465, 69.125, 2.583,  5.857
-183.460, 69.038, 2.596,  5.890
-183.458, 68.952, 2.600,  5.923
-183.457, 68.865, 2.608,  5.956
-183.453, 68.778, 2.616,  5.989
-183.445, 68.691, 2.619,  6.022
-183.440, 68.603, 2.636,  6.055
-183.439, 68.515, 2.643,  6.088
-183.436, 68.427, 2.656,  6.121
-183.429, 68.338, 2.657,  6.154
-183.423, 68.250, 2.670,  6.187
-183.420, 68.160, 2.678,  6.220
-183.419, 68.071, 2.686,  6.253
-183.414, 67.981, 2.693,  6.286
-183.406, 67.892, 2.694,  6.319
-183.400, 67.802, 2.710,  6.352
-183.397, 67.711, 2.720,  6.385
-183.395, 67.620, 2.734,  6.418
-183.388, 67.529, 2.737,  6.451
-183.380, 67.438, 2.749,  6.484
-183.376, 67.346, 2.759,  6.517
-183.375, 67.254, 2.761,  6.550
-183.372, 67.162, 2.773,  6.583
-183.364, 67.069, 2.777,  6.616
-183.358, 66.977, 2.793,  6.649
-183.356, 66.883, 2.797,  6.682
-183.353, 66.790, 2.811,  6.715
-183.347, 66.696, 2.816,  6.748
-183.339, 66.602, 2.828,  6.781
-183.335, 66.508, 2.839,  6.814
-183.334, 66.413, 2.843,  6.847
-183.331, 66.318, 2.856,  6.880
-183.323, 66.223, 2.862,  6.913
-183.316, 66.127, 2.877,  6.946
-183.314, 66.031, 2.880,  6.979
-183.312, 65.935, 2.894,  7.012
-183.305, 65.839, 2.899,  7.045
-183.297, 65.742, 2.907,  7.078
-183.292, 65.645, 2.918,  7.111
-183.292, 65.548, 2.920,  7.144
-183.289, 65.450, 2.940,  7.177
-183.282, 65.352, 2.951,  7.210
-183.275, 65.253, 2.965,  7.243
-183.272, 65.154, 2.970,  7.276
-183.271, 65.055, 2.978,  7.309
-183.266, 64.955, 2.987,  7.342
-183.257, 64.856, 2.988,  7.375
-183.250, 64.756, 3.006,  7.408
-183.247, 64.656, 3.016,  7.441
-183.244, 64.555, 3.030,  7.474
-183.237, 64.454, 3.035,  7.507
-183.228, 64.353, 3.045,  7.540
-183.223, 64.251, 3.057,  7.573
-183.221, 64.149, 3.060,  7.606
-183.218, 64.047, 3.075,  7.639
-183.210, 63.944, 3.083,  7.672
-183.203, 63.842, 3.099,  7.705
-183.199, 63.738, 3.103,  7.738
-183.197, 63.634, 3.115,  7.771
-183.191, 63.531, 3.123,  7.804
-183.181, 63.427, 3.131,  7.837
-183.175, 63.322, 3.147,  7.870
-183.173, 63.217, 3.152,  7.903
-183.169, 63.111, 3.169,  7.936
-183.162, 63.006, 3.178,  7.969
-183.154, 62.900, 3.191,  8.002
-183.151, 62.793, 3.194,  8.035
-183.149, 62.687, 3.205,  8.068
-183.143, 62.580, 3.215,  8.101
-183.133, 62.473, 3.221,  8.134
-183.126, 62.365, 3.239,  8.167
-183.124, 62.257, 3.247,  8.200
-183.120, 62.148, 3.264,  8.233
-183.111, 62.040, 3.267,  8.266
-183.102, 61.931, 3.283,  8.299
-183.097, 61.821, 3.292,  8.332
-183.095, 61.711, 3.301,  8.365
-183.089, 61.601, 3.311,  8.398
-183.078, 61.491, 3.314,  8.431
-183.070, 61.380, 3.334,  8.464
-183.067, 61.269, 3.345,  8.497
-183.063, 61.157, 3.362,  8.530
-183.054, 61.045, 3.367,  8.563
-183.044, 60.933, 3.379,  8.596
-183.038, 60.820, 3.388,  8.629
-183.036, 60.707, 3.393,  8.662
-183.031, 60.594, 3.408,  8.695
-183.021, 60.480, 3.415,  8.728
-183.013, 60.366, 3.434,  8.761
-183.011, 60.252, 3.437,  8.794
-183.008, 60.137, 3.456,  8.827
-183.001, 60.021, 3.466,  8.860
-182.990, 59.906, 3.477,  8.893
-182.984, 59.790, 3.489,  8.926
-182.982, 59.673, 3.492,  8.959
-182.978, 59.557, 3.509,  8.992
-182.969, 59.440, 3.519,  9.025
-182.961, 59.322, 3.537,  9.058
-182.957, 59.204, 3.543,  9.091
-182.955, 59.086, 3.559,  9.124
-182.948, 58.967, 3.570,  9.157
-182.937, 58.848, 3.575,  9.190
-182.929, 58.729, 3.592,  9.223
-182.926, 58.609, 3.599,  9.256
-182.921, 58.489, 3.616,  9.289
-182.912, 58.368, 3.626,  9.322
-182.904, 58.247, 3.642,  9.355
-182.901, 58.126, 3.648,  9.388
-182.898, 58.004, 3.663,  9.421
-182.890, 57.881, 3.674,  9.454
-182.879, 57.759, 3.682,  9.487
-182.872, 57.636, 3.698,  9.520
-182.869, 57.513, 3.704,  9.553
-182.864, 57.389, 3.722,  9.586
-182.855, 57.265, 3.733,  9.619
-182.847, 57.140, 3.751,  9.652
-182.843, 57.015, 3.757,  9.685
-182.840, 56.889, 3.772,  9.718
-182.833, 56.764, 3.783,  9.751
-182.822, 56.638, 3.790,  9.784
-182.814, 56.511, 3.808,  9.817
-182.810, 56.384, 3.816,  9.850
-182.805, 56.256, 3.833,  9.883
-182.796, 56.129, 3.844,  9.916
-182.787, 56.000, 3.862,  9.949
-182.783, 55.872, 3.868,  9.982
-182.780, 55.742, 3.883, 10.015
-182.772, 55.613, 3.893, 10.048
-182.760, 55.483, 3.902, 10.081
-182.752, 55.353, 3.919, 10.114
-182.749, 55.222, 3.927, 10.147
-182.744, 55.091, 3.946, 10.180
-182.733, 54.960, 3.953, 10.213
-182.723, 54.828, 3.974, 10.246
-182.717, 54.695, 3.984, 10.279
-182.714, 54.562, 3.997, 10.312
-182.707, 54.428, 4.009, 10.345
-182.695, 54.295, 4.013, 10.378
-182.685, 54.161, 4.034, 10.411
-182.680, 54.027, 4.040, 10.444
-182.677, 53.891, 4.061, 10.477
-182.669, 53.756, 4.077, 10.510
-182.657, 53.620, 4.088, 10.543
-182.649, 53.484, 4.104, 10.576
-182.645, 53.347, 4.110, 10.609
-182.640, 53.209, 4.128, 10.642
-182.630, 53.072, 4.138, 10.675
-182.620, 52.934, 4.156, 10.708
-182.616, 52.795, 4.164, 10.741
-182.612, 52.656, 4.182, 10.774
-182.604, 52.516, 4.194, 10.807
-182.592, 52.377, 4.203, 10.840
-182.583, 52.236, 4.221, 10.873
-182.579, 52.095, 4.231, 10.906
-182.573, 51.954, 4.251, 10.939
-182.563, 51.812, 4.261, 10.972
-182.552, 51.670, 4.281, 11.005
-182.545, 51.527, 4.291, 11.038
-182.542, 51.384, 4.304, 11.071
-182.534, 51.240, 4.318, 11.104
-182.522, 51.097, 4.323, 11.137
-182.511, 50.953, 4.345, 11.170
-182.506, 50.808, 4.351, 11.203
-182.502, 50.662, 4.374, 11.236
-182.494, 50.516, 4.390, 11.269
-182.481, 50.370, 4.403, 11.302
-182.472, 50.223, 4.421, 11.335
-182.468, 50.075, 4.427, 11.368
-182.462, 49.927, 4.445, 11.401
-182.451, 49.779, 4.457, 11.434
-182.441, 49.630, 4.478, 11.467
-182.436, 49.481, 4.488, 11.500
-182.431, 49.331, 4.506, 11.533
-182.423, 49.181, 4.518, 11.566
-182.410, 49.030, 4.527, 11.599
-182.400, 48.879, 4.546, 11.632
-182.395, 48.728, 4.557, 11.665
-182.389, 48.575, 4.580, 11.698
-182.378, 48.423, 4.592, 11.731
-182.366, 48.269, 4.612, 11.764
-182.359, 48.116, 4.622, 11.797
-182.355, 47.961, 4.635, 11.830
-182.346, 47.807, 4.648, 11.863
-182.333, 47.652, 4.659, 11.896
-182.323, 47.496, 4.681, 11.929
-182.318, 47.340, 4.694, 11.962
-182.312, 47.183, 4.717, 11.995
-182.300, 47.026, 4.725, 12.028
-182.288, 46.868, 4.744, 12.061
-182.280, 46.710, 4.756, 12.094
-182.275, 46.551, 4.767, 12.127
-182.268, 46.392, 4.790, 12.160
-182.256, 46.232, 4.803, 12.193
-182.246, 46.072, 4.825, 12.226
-182.241, 45.911, 4.833, 12.259
-182.235, 45.750, 4.852, 12.292
-182.224, 45.588, 4.860, 12.325
-182.212, 45.426, 4.881, 12.358
-182.205, 45.263, 4.896, 12.391
-182.201, 45.099, 4.911, 12.424
-182.194, 44.935, 4.933, 12.457
-182.182, 44.771, 4.943, 12.490
-182.171, 44.606, 4.964, 12.523
-182.165, 44.440, 4.972, 12.556
-182.161, 44.274, 4.994, 12.589
-182.152, 44.107, 5.013, 12.622
-182.139, 43.940, 5.027, 12.655
-182.130, 43.773, 5.047, 12.688
-182.126, 43.604, 5.055, 12.721
-182.118, 43.436, 5.063, 12.754
-182.105, 43.268, 5.045, 12.787
-182.095, 43.100, 5.037, 12.820
-182.089, 42.933, 5.034, 12.853
-182.082, 42.765, 5.055, 12.886
-182.069, 42.596, 5.083, 12.919
-182.057, 42.426, 5.127, 12.952
-182.049, 42.254, 5.165, 12.985
-182.045, 42.080, 5.209, 13.018
-182.036, 41.906, 5.247, 13.051
-182.023, 41.731, 5.265, 13.084
-182.012, 41.555, 5.282, 13.117
-182.006, 41.379, 5.285, 13.150
-181.999, 41.203, 5.296, 13.183
-181.987, 41.027, 5.301, 13.216
-181.976, 40.850, 5.314, 13.249
-181.970, 40.673, 5.323, 13.282
-181.964, 40.495, 5.345, 13.315
-181.954, 40.317, 5.365, 13.348
-181.941, 40.137, 5.389, 13.381
-181.933, 39.957, 5.409, 13.414
-181.930, 39.777, 5.426, 13.447
-181.923, 39.595, 5.456, 13.480
-181.911, 39.413, 5.473, 13.513
-181.901, 39.230, 5.493, 13.546
-181.897, 39.047, 5.498, 13.579
-181.893, 38.863, 5.519, 13.612
-181.883, 38.679, 5.535, 13.645
-181.871, 38.495, 5.554, 13.678
-181.863, 38.309, 5.571, 13.711
-181.860, 38.123, 5.587, 13.744
-181.852, 37.937, 5.609, 13.777
-181.840, 37.750, 5.626, 13.810
-181.832, 37.562, 5.649, 13.843
-181.828, 37.373, 5.663, 13.876
-181.821, 37.184, 5.689, 13.909
-181.809, 36.994, 5.699, 13.942
-181.799, 36.804, 5.720, 13.975
-181.794, 36.613, 5.727, 14.008
-181.790, 36.421, 5.756, 14.041
-181.780, 36.229, 5.776, 14.074
-181.767, 36.037, 5.797, 14.107
-181.759, 35.843, 5.818, 14.140
-181.756, 35.649, 5.829, 14.173
-181.750, 35.454, 5.856, 14.206
-181.737, 35.259, 5.871, 14.239
-181.727, 35.063, 5.896, 14.272
-181.722, 34.866, 5.908, 14.305
-181.718, 34.668, 5.930, 14.338
-181.709, 34.470, 5.951, 14.371
-181.697, 34.272, 5.971, 14.404
-181.690, 34.072, 5.991, 14.437
-181.687, 33.872, 6.006, 14.470
-181.680, 33.672, 6.029, 14.503
-181.667, 33.471, 6.044, 14.536
-181.659, 33.269, 6.069, 14.569
-181.655, 33.066, 6.088, 14.602
-181.649, 32.862, 6.117, 14.635
-181.637, 32.658, 6.129, 14.668
-181.627, 32.454, 6.151, 14.701
-181.623, 32.249, 6.157, 14.734
-181.619, 32.043, 6.185, 14.767
-181.610, 31.836, 6.206, 14.800
-181.597, 31.629, 6.229, 14.833
-181.591, 31.421, 6.249, 14.866
-181.589, 31.212, 6.265, 14.899
-181.584, 31.002, 6.299, 14.932
-181.574, 30.792, 6.322, 14.965
-181.566, 30.581, 6.348, 14.998
-181.564, 30.369, 6.357, 15.031
-181.562, 30.156, 6.381, 15.064
-181.554, 29.943, 6.400, 15.097
-181.544, 29.730, 6.422, 15.130
-181.539, 29.515, 6.441, 15.163
-181.536, 29.300, 6.462, 15.196
-181.530, 29.084, 6.482, 15.229
-181.520, 28.868, 6.502, 15.262
-181.514, 28.651, 6.524, 15.295
-181.513, 28.433, 6.542, 15.328
-181.508, 28.214, 6.565, 15.361
-181.497, 27.995, 6.582, 15.394
-181.490, 27.775, 6.611, 15.427
-181.488, 27.554, 6.632, 15.460
-181.484, 27.332, 6.663, 15.493
-181.473, 27.110, 6.676, 15.526
-181.465, 26.887, 6.700, 15.559
-181.463, 26.663, 6.711, 15.592
-181.461, 26.439, 6.739, 15.625
-181.454, 26.214, 6.763, 15.658
-181.444, 25.988, 6.791, 15.691
-181.441, 25.761, 6.815, 15.724
-181.441, 25.533, 6.837, 15.757
-181.437, 25.304, 6.866, 15.790
-181.428, 25.075, 6.883, 15.823
-181.422, 24.845, 6.906, 15.856
-181.422, 24.615, 6.922, 15.889
-181.420, 24.383, 6.951, 15.922
-181.412, 24.151, 6.972, 15.955
-181.405, 23.918, 6.998, 15.988
-181.404, 23.684, 7.014, 16.021
-181.404, 23.450, 7.039, 16.054
-181.399, 23.215, 7.064, 16.087
-181.391, 22.979, 7.089, 16.120
-181.388, 22.742, 7.112, 16.153
-181.389, 22.504, 7.127, 16.186
-181.387, 22.266, 7.156, 16.219
-181.380, 22.027, 7.180, 16.252
-181.376, 21.787, 7.208, 16.285
-181.377, 21.546, 7.229, 16.318
-181.376, 21.304, 7.259, 16.351
-181.371, 21.062, 7.283, 16.384
-181.366, 20.818, 7.311, 16.417
-181.366, 20.574, 7.326, 16.450
-181.367, 20.330, 7.346, 16.483
-181.364, 20.084, 7.366, 16.516
-181.357, 19.838, 7.393, 16.549
-181.356, 19.591, 7.418, 16.582
-181.359, 19.343, 7.441, 16.615
-181.358, 19.094, 7.472, 16.648
-181.352, 18.845, 7.498, 16.681
-181.350, 18.594, 7.529, 16.714
-181.352, 18.342, 7.550, 16.747
-181.352, 18.090, 7.580, 16.780
-181.347, 17.837, 7.602, 16.813
-181.344, 17.583, 7.630, 16.846
-181.345, 17.328, 7.648, 16.879
-181.347, 17.072, 7.676, 16.912
-181.344, 16.816, 7.701, 16.945
-181.339, 16.558, 7.728, 16.978
-181.339, 16.300, 7.751, 17.011
-181.342, 16.041, 7.775, 17.044
-181.342, 15.781, 7.804, 17.077
-181.337, 15.521, 7.827, 17.110
-181.335, 15.259, 7.855, 17.143
-181.338, 14.997, 7.879, 17.176
-181.339, 14.733, 7.910, 17.209
-181.335, 14.469, 7.933, 17.242
-181.332, 14.204, 7.961, 17.275
-181.334, 13.938, 7.983, 17.308
-181.337, 13.671, 8.012, 17.341
-181.335, 13.403, 8.036, 17.374
-181.331, 13.135, 8.062, 17.407
-181.331, 12.866, 8.089, 17.440
-181.335, 12.595, 8.116, 17.473
-181.334, 12.324, 8.145, 17.506
-181.331, 12.052, 8.172, 17.539
-181.329, 11.779, 8.205, 17.572
-181.332, 11.504, 8.229, 17.605
-181.333, 11.229, 8.257, 17.638
-181.331, 10.954, 8.281, 17.671
-181.328, 10.677, 8.312, 17.704
-181.330, 10.399, 8.335, 17.737
-181.333, 10.121, 8.362, 17.770
-181.331, 9.841, 8.388, 17.803
-181.328, 9.561, 8.417, 17.836
-181.328, 9.280, 8.446, 17.869
-181.331, 8.997, 8.476, 17.902
-181.331, 8.714, 8.508, 17.935
-181.328, 8.430, 8.535, 17.968
-181.327, 8.145, 8.563, 18.001
-181.330, 7.858, 8.589, 18.034
-181.331, 7.571, 8.620, 18.067
-181.329, 7.283, 8.646, 18.100
-181.327, 6.994, 8.678, 18.133
-181.328, 6.704, 8.707, 18.166
-181.331, 6.413, 8.737, 18.199
-181.330, 6.122, 8.763, 18.232
-181.327, 5.829, 8.791, 18.265
-181.327, 5.535, 8.820, 18.298
-181.330, 5.240, 8.848, 18.331
-181.330, 4.945, 8.880, 18.364
-181.327, 4.648, 8.910, 18.397
-181.326, 4.350, 8.941, 18.430
-181.328, 4.051, 8.967, 18.463
-181.329, 3.752, 8.998, 18.496
-181.327, 3.451, 9.026, 18.529
-181.325, 3.149, 9.057, 18.562
-181.326, 2.847, 9.087, 18.595
-181.328, 2.543, 9.120, 18.628
-181.327, 2.238, 9.150, 18.661
-181.325, 1.932, 9.182, 18.694
-181.325, 1.625, 9.214, 18.727
-181.326, 1.318, 9.243, 18.760
-181.327, 1.009, 9.271, 18.793
-181.324, 0.699, 9.299, 18.826
-181.323, 0.388, 9.331, 18.859
-181.324, 0.077, 9.360, 18.892
-181.325, -0.236, 9.394, 18.925
-181.324, -0.550, 9.425, 18.958
-181.322, -0.865, 9.457, 18.991
-181.322, -1.181, 9.490, 19.024
-181.323, -1.499, 9.523, 19.057
-181.322, -1.817, 9.555, 19.090
-181.320, -2.136, 9.587, 19.123
-181.320, -2.457, 9.620, 19.156
-181.320, -2.778, 9.652, 19.189
-181.320, -3.101, 9.685, 19.222
-181.318, -3.424, 9.717, 19.255
-181.317, -3.749, 9.748, 19.288
-181.317, -4.075, 9.777, 19.321
-181.318, -4.401, 9.808, 19.354
-181.316, -4.729, 9.839, 19.387
-181.315, -5.058, 9.870, 19.420
-181.314, -5.387, 9.903, 19.453
-181.315, -5.718, 9.937, 19.486
-181.314, -6.050, 9.971, 19.519
-181.312, -6.384, 10.005, 19.552
-181.311, -6.718, 10.039, 19.585
-181.311, -7.054, 10.072, 19.618
-181.311, -7.390, 10.106, 19.651
-181.309, -7.728, 10.140, 19.684
-181.308, -8.067, 10.174, 19.717
-181.307, -8.407, 10.207, 19.750
-181.307, -8.748, 10.241, 19.783
-181.306, -9.090, 10.274, 19.816
-181.304, -9.433, 10.309, 19.849
-181.303, -9.778, 10.344, 19.882
-181.303, -10.124, 10.378, 19.915
-181.302, -10.470, 10.412, 19.948
-181.300, -10.818, 10.447, 19.981
-181.299, -11.167, 10.481, 20.014
-181.298, -11.518, 10.515, 20.047
-181.298, -11.869, 10.550, 20.080
-181.296, -12.222, 10.584, 20.113
-181.295, -12.575, 10.620, 20.146
-181.294, -12.930, 10.656, 20.179
-181.293, -13.286, 10.695, 20.212
-181.292, -13.644, 10.733, 20.245
-181.290, -14.003, 10.770, 20.278
-181.289, -14.363, 10.807, 20.311
-181.288, -14.724, 10.843, 20.344
-181.287, -15.086, 10.876, 20.377
-181.285, -15.449, 10.911, 20.410
-181.284, -15.814, 10.947, 20.443
-181.283, -16.180, 10.981, 20.476
-181.282, -16.547, 11.017, 20.509
-181.280, -16.915, 11.053, 20.542
-181.279, -17.284, 11.089, 20.575
-181.278, -17.655, 11.125, 20.608
-181.276, -18.026, 11.163, 20.641
-181.275, -18.400, 11.204, 20.674
-181.273, -18.774, 11.244, 20.707
-181.272, -19.150, 11.281, 20.740
-181.271, -19.527, 11.319, 20.773
-181.269, -19.905, 11.356, 20.806
-181.268, -20.285, 11.392, 20.839
-181.266, -20.665, 11.428, 20.872
-181.265, -21.047, 11.466, 20.905
-181.264, -21.430, 11.506, 20.938
-181.262, -21.815, 11.546, 20.971
-181.260, -22.201, 11.585, 21.004
-181.259, -22.588, 11.624, 21.037
-181.258, -22.976, 11.662, 21.070
-181.256, -23.366, 11.699, 21.103
-181.254, -23.757, 11.737, 21.136
-181.253, -24.149, 11.775, 21.169
-181.251, -24.543, 11.816, 21.202
-181.250, -24.937, 11.857, 21.235
-181.248, -25.334, 11.896, 21.268
-181.246, -25.731, 11.936, 21.301
-181.245, -26.130, 11.976, 21.334
-181.243, -26.530, 12.017, 21.367
-181.241, -26.932, 12.058, 21.400
-181.240, -27.335, 12.098, 21.433
-181.238, -27.739, 12.137, 21.466
-181.236, -28.145, 12.177, 21.499
-181.235, -28.552, 12.219, 21.532
-181.233, -28.960, 12.260, 21.565
-181.231, -29.370, 12.300, 21.598
-181.229, -29.781, 12.341, 21.631
-181.228, -30.193, 12.381, 21.664
-181.226, -30.607, 12.424, 21.697
-181.224, -31.022, 12.466, 21.730
-181.222, -31.439, 12.507, 21.763
-181.220, -31.857, 12.548, 21.796
-181.219, -32.276, 12.589, 21.829
-181.217, -32.697, 12.632, 21.862
-181.215, -33.119, 12.675, 21.895
-181.213, -33.543, 12.720, 21.928
-181.211, -33.968, 12.764, 21.961
-181.209, -34.394, 12.806, 21.994
-181.207, -34.822, 12.848, 22.027
-181.205, -35.251, 12.889, 22.060
-181.203, -35.682, 12.932, 22.093
-181.201, -36.114, 12.975, 22.126
-181.199, -36.548, 13.016, 22.159
-181.197, -36.983, 13.058, 22.192
-181.195, -37.419, 13.101, 22.225
-181.193, -37.857, 13.147, 22.258
-181.191, -38.296, 13.192, 22.291
-181.189, -38.737, 13.237, 22.324
-181.187, -39.180, 13.281, 22.357
-181.185, -39.623, 13.325, 22.390
-181.183, -40.069, 13.371, 22.423
-181.180, -40.516, 13.416, 22.456
-181.178, -40.964, 13.459, 22.489
-181.176, -41.414, 13.502, 22.522
-181.174, -41.865, 13.547, 22.555
-181.172, -42.318, 13.594, 22.588
-181.169, -42.772, 13.640, 22.621
-181.167, -43.228, 13.684, 22.654
-181.165, -43.685, 13.729, 22.687
-181.163, -44.144, 13.774, 22.720
-181.160, -44.604, 13.821, 22.753
-181.158, -45.066, 13.868, 22.786
-181.156, -45.529, 13.918, 22.819
-181.153, -45.995, 13.966, 22.852
-181.151, -46.461, 14.012, 22.885
-181.148, -46.930, 14.058, 22.918
-181.146, -47.399, 14.103, 22.951
-181.144, -47.871, 14.150, 22.984
-181.141, -48.343, 14.197, 23.017
-181.139, -48.818, 14.247, 23.050
